ID,Audio,Emotion,Text,Semantic
42,kaggle/input/cremad/AudioWAV/1001_IWL_FEA_XX.wav,Fear,I would like a new alarm clock,personal_statement
43,kaggle/input/cremad/AudioWAV/1001_IWL_HAP_XX.wav,Happy,I would like a new alarm clock,personal_statement
44,kaggle/input/cremad/AudioWAV/1001_IWL_NEU_XX.wav,Neutral,I would like a new alarm clock,personal_statement
45,kaggle/input/cremad/AudioWAV/1001_IWL_SAD_XX.wav,Sad,I would like a new alarm clock,personal_statement
46,kaggle/input/cremad/AudioWAV/1001_IWW_ANG_XX.wav,Anger,I wonder what this is about,personal_statement
47,kaggle/input/cremad/AudioWAV/1001_IWW_DIS_XX.wav,Disgust,I wonder what this is about,personal_statement
48,kaggle/input/cremad/AudioWAV/1001_IWW_FEA_XX.wav,Fear,I wonder what this is about,personal_statement
49,kaggle/input/cremad/AudioWAV/1001_IWW_HAP_XX.wav,Happy,I wonder what this is about,personal_statement
50,kaggle/input/cremad/AudioWAV/1001_IWW_NEU_XX.wav,Neutral,I wonder what this is about,personal_statement
51,kaggle/input/cremad/AudioWAV/1001_IWW_SAD_XX.wav,Sad,I wonder what this is about,personal_statement
52,kaggle/input/cremad/AudioWAV/1001_MTI_ANG_XX.wav,Anger,Maybe tomorrow it will be cold,narrative
53,kaggle/input/cremad/AudioWAV/1001_MTI_DIS_XX.wav,Disgust,Maybe tomorrow it will be cold,narrative
54,kaggle/input/cremad/AudioWAV/1001_MTI_FEA_XX.wav,Fear,Maybe tomorrow it will be cold,narrative
55,kaggle/input/cremad/AudioWAV/1001_MTI_HAP_XX.wav,Happy,Maybe tomorrow it will be cold,narrative
56,kaggle/input/cremad/AudioWAV/1001_MTI_NEU_XX.wav,Neutral,Maybe tomorrow it will be cold,narrative
57,kaggle/input/cremad/AudioWAV/1001_MTI_SAD_XX.wav,Sad,Maybe tomorrow it will be cold,narrative
58,kaggle/input/cremad/AudioWAV/1001_TAI_ANG_XX.wav,Anger,The airplane is almost full,factual_statement
59,kaggle/input/cremad/AudioWAV/1001_TAI_DIS_XX.wav,Disgust,The airplane is almost full,factual_statement
60,kaggle/input/cremad/AudioWAV/1001_TAI_FEA_XX.wav,Fear,The airplane is almost full,factual_statement
61,kaggle/input/cremad/AudioWAV/1001_TAI_HAP_XX.wav,Happy,The airplane is almost full,factual_statement
62,kaggle/input/cremad/AudioWAV/1001_TAI_NEU_XX.wav,Neutral,The airplane is almost full,factual_statement
63,kaggle/input/cremad/AudioWAV/1001_TAI_SAD_XX.wav,Sad,The airplane is almost full,factual_statement
64,kaggle/input/cremad/AudioWAV/1001_TIE_ANG_XX.wav,Anger,That is exactly what happened,narrative
65,kaggle/input/cremad/AudioWAV/1001_TIE_DIS_XX.wav,Disgust,That is exactly what happened,narrative
66,kaggle/input/cremad/AudioWAV/1001_TIE_FEA_XX.wav,Fear,That is exactly what happened,narrative
67,kaggle/input/cremad/AudioWAV/1001_TIE_HAP_XX.wav,Happy,That is exactly what happened,narrative
68,kaggle/input/cremad/AudioWAV/1001_TIE_NEU_XX.wav,Neutral,That is exactly what happened,narrative
69,kaggle/input/cremad/AudioWAV/1001_TIE_SAD_XX.wav,Sad,That is exactly what happened,narrative
70,kaggle/input/cremad/AudioWAV/1001_TSI_ANG_XX.wav,Anger,The surface is slick,factual_statement
71,kaggle/input/cremad/AudioWAV/1001_TSI_DIS_XX.wav,Disgust,The surface is slick,factual_statement
72,kaggle/input/cremad/AudioWAV/1001_TSI_FEA_XX.wav,Fear,The surface is slick,factual_statement
73,kaggle/input/cremad/AudioWAV/1001_TSI_HAP_XX.wav,Happy,The surface is slick,factual_statement
74,kaggle/input/cremad/AudioWAV/1001_TSI_NEU_XX.wav,Neutral,The surface is slick,factual_statement
75,kaggle/input/cremad/AudioWAV/1001_TSI_SAD_XX.wav,Sad,The surface is slick,factual_statement
76,kaggle/input/cremad/AudioWAV/1001_WSI_ANG_XX.wav,Anger,We'll stop in a couple of minutes,narrative
77,kaggle/input/cremad/AudioWAV/1001_WSI_DIS_XX.wav,Disgust,We'll stop in a couple of minutes,narrative
78,kaggle/input/cremad/AudioWAV/1001_WSI_FEA_XX.wav,Fear,We'll stop in a couple of minutes,narrative
79,kaggle/input/cremad/AudioWAV/1001_WSI_HAP_XX.wav,Happy,We'll stop in a couple of minutes,narrative
80,kaggle/input/cremad/AudioWAV/1001_WSI_NEU_XX.wav,Neutral,We'll stop in a couple of minutes,narrative
81,kaggle/input/cremad/AudioWAV/1001_WSI_SAD_XX.wav,Sad,We'll stop in a couple of minutes,narrative
82,kaggle/input/cremad/AudioWAV/1002_DFA_ANG_XX.wav,Anger,Don't forget a jacket,request_command
83,kaggle/input/cremad/AudioWAV/1002_DFA_DIS_XX.wav,Disgust,Don't forget a jacket,request_command
84,kaggle/input/cremad/AudioWAV/1002_DFA_FEA_XX.wav,Fear,Don't forget a jacket,request_command
85,kaggle/input/cremad/AudioWAV/1002_DFA_HAP_XX.wav,Happy,Don't forget a jacket,request_command
86,kaggle/input/cremad/AudioWAV/1002_DFA_NEU_XX.wav,Neutral,Don't forget a jacket,request_command
87,kaggle/input/cremad/AudioWAV/1002_DFA_SAD_XX.wav,Sad,Don't forget a jacket,request_command
88,kaggle/input/cremad/AudioWAV/1002_IEO_ANG_HI.wav,Anger,It's eleven o'clock,factual_statement
89,kaggle/input/cremad/AudioWAV/1002_IEO_ANG_LO.wav,Anger,It's eleven o'clock,factual_statement
90,kaggle/input/cremad/AudioWAV/1002_IEO_ANG_MD.wav,Anger,It's eleven o'clock,factual_statement
91,kaggle/input/cremad/AudioWAV/1002_IEO_DIS_HI.wav,Disgust,It's eleven o'clock,factual_statement
92,kaggle/input/cremad/AudioWAV/1002_IEO_DIS_LO.wav,Disgust,It's eleven o'clock,factual_statement
93,kaggle/input/cremad/AudioWAV/1002_IEO_DIS_MD.wav,Disgust,It's eleven o'clock,factual_statement
94,kaggle/input/cremad/AudioWAV/1002_IEO_FEA_HI.wav,Fear,It's eleven o'clock,factual_statement
95,kaggle/input/cremad/AudioWAV/1002_IEO_FEA_LO.wav,Fear,It's eleven o'clock,factual_statement
96,kaggle/input/cremad/AudioWAV/1002_IEO_FEA_MD.wav,Fear,It's eleven o'clock,factual_statement
97,kaggle/input/cremad/AudioWAV/1002_IEO_HAP_HI.wav,Happy,It's eleven o'clock,factual_statement
98,kaggle/input/cremad/AudioWAV/1002_IEO_HAP_LO.wav,Happy,It's eleven o'clock,factual_statement
99,kaggle/input/cremad/AudioWAV/1002_IEO_HAP_MD.wav,Happy,It's eleven o'clock,factual_statement
100,kaggle/input/cremad/AudioWAV/1002_IEO_NEU_XX.wav,Neutral,It's eleven o'clock,factual_statement
101,kaggle/input/cremad/AudioWAV/1002_IEO_SAD_HI.wav,Sad,It's eleven o'clock,factual_statement
102,kaggle/input/cremad/AudioWAV/1002_IEO_SAD_LO.wav,Sad,It's eleven o'clock,factual_statement
103,kaggle/input/cremad/AudioWAV/1002_IEO_SAD_MD.wav,Sad,It's eleven o'clock,factual_statement
104,kaggle/input/cremad/AudioWAV/1002_IOM_ANG_XX.wav,Anger,I'm on my way to the meeting,personal_statement
105,kaggle/input/cremad/AudioWAV/1002_IOM_DIS_XX.wav,Disgust,I'm on my way to the meeting,personal_statement
106,kaggle/input/cremad/AudioWAV/1002_IOM_FEA_XX.wav,Fear,I'm on my way to the meeting,personal_statement
107,kaggle/input/cremad/AudioWAV/1002_IOM_HAP_XX.wav,Happy,I'm on my way to the meeting,personal_statement
108,kaggle/input/cremad/AudioWAV/1002_IOM_NEU_XX.wav,Neutral,I'm on my way to the meeting,personal_statement
109,kaggle/input/cremad/AudioWAV/1002_IOM_SAD_XX.wav,Sad,I'm on my way to the meeting,personal_statement
110,kaggle/input/cremad/AudioWAV/1002_ITH_ANG_XX.wav,Anger,I think I have a doctor's appointment,personal_statement
111,kaggle/input/cremad/AudioWAV/1002_ITH_DIS_XX.wav,Disgust,I think I have a doctor's appointment,personal_statement
112,kaggle/input/cremad/AudioWAV/1002_ITH_FEA_XX.wav,Fear,I think I have a doctor's appointment,personal_statement
113,kaggle/input/cremad/AudioWAV/1002_ITH_HAP_XX.wav,Happy,I think I have a doctor's appointment,personal_statement
114,kaggle/input/cremad/AudioWAV/1002_ITH_NEU_XX.wav,Neutral,I think I have a doctor's appointment,personal_statement
115,kaggle/input/cremad/AudioWAV/1002_ITH_SAD_XX.wav,Sad,I think I have a doctor's appointment,personal_statement
116,kaggle/input/cremad/AudioWAV/1002_ITS_ANG_XX.wav,Anger,I think I've seen this before,personal_statement
117,kaggle/input/cremad/AudioWAV/1002_ITS_DIS_XX.wav,Disgust,I think I've seen this before,personal_statement
118,kaggle/input/cremad/AudioWAV/1002_ITS_FEA_XX.wav,Fear,I think I've seen this before,personal_statement
119,kaggle/input/cremad/AudioWAV/1002_ITS_HAP_XX.wav,Happy,I think I've seen this before,personal_statement
120,kaggle/input/cremad/AudioWAV/1002_ITS_NEU_XX.wav,Neutral,I think I've seen this before,personal_statement
121,kaggle/input/cremad/AudioWAV/1002_ITS_SAD_XX.wav,Sad,I think I've seen this before,personal_statement
122,kaggle/input/cremad/AudioWAV/1002_IWL_ANG_XX.wav,Anger,I would like a new alarm clock,personal_statement
123,kaggle/input/cremad/AudioWAV/1002_IWL_DIS_XX.wav,Disgust,I would like a new alarm clock,personal_statement
124,kaggle/input/cremad/AudioWAV/1002_IWL_FEA_XX.wav,Fear,I would like a new alarm clock,personal_statement
125,kaggle/input/cremad/AudioWAV/1002_IWL_HAP_XX.wav,Happy,I would like a new alarm clock,personal_statement
126,kaggle/input/cremad/AudioWAV/1002_IWL_NEU_XX.wav,Neutral,I would like a new alarm clock,personal_statement
127,kaggle/input/cremad/AudioWAV/1002_IWL_SAD_XX.wav,Sad,I would like a new alarm clock,personal_statement
128,kaggle/input/cremad/AudioWAV/1002_IWW_ANG_XX.wav,Anger,I wonder what this is about,personal_statement
129,kaggle/input/cremad/AudioWAV/1002_IWW_DIS_XX.wav,Disgust,I wonder what this is about,personal_statement
130,kaggle/input/cremad/AudioWAV/1002_IWW_FEA_XX.wav,Fear,I wonder what this is about,personal_statement
131,kaggle/input/cremad/AudioWAV/1002_IWW_HAP_XX.wav,Happy,I wonder what this is about,personal_statement
132,kaggle/input/cremad/AudioWAV/1002_IWW_NEU_XX.wav,Neutral,I wonder what this is about,personal_statement
133,kaggle/input/cremad/AudioWAV/1002_IWW_SAD_XX.wav,Sad,I wonder what this is about,personal_statement
134,kaggle/input/cremad/AudioWAV/1002_MTI_ANG_XX.wav,Anger,Maybe tomorrow it will be cold,narrative
135,kaggle/input/cremad/AudioWAV/1002_MTI_DIS_XX.wav,Disgust,Maybe tomorrow it will be cold,narrative
136,kaggle/input/cremad/AudioWAV/1002_MTI_FEA_XX.wav,Fear,Maybe tomorrow it will be cold,narrative
137,kaggle/input/cremad/AudioWAV/1002_MTI_HAP_XX.wav,Happy,Maybe tomorrow it will be cold,narrative
138,kaggle/input/cremad/AudioWAV/1002_MTI_NEU_XX.wav,Neutral,Maybe tomorrow it will be cold,narrative
139,kaggle/input/cremad/AudioWAV/1002_MTI_SAD_XX.wav,Sad,Maybe tomorrow it will be cold,narrative
140,kaggle/input/cremad/AudioWAV/1002_TAI_ANG_XX.wav,Anger,The airplane is almost full,factual_statement
141,kaggle/input/cremad/AudioWAV/1002_TAI_DIS_XX.wav,Disgust,The airplane is almost full,factual_statement
142,kaggle/input/cremad/AudioWAV/1002_TAI_FEA_XX.wav,Fear,The airplane is almost full,factual_statement
143,kaggle/input/cremad/AudioWAV/1002_TAI_HAP_XX.wav,Happy,The airplane is almost full,factual_statement
144,kaggle/input/cremad/AudioWAV/1002_TAI_NEU_XX.wav,Neutral,The airplane is almost full,factual_statement
145,kaggle/input/cremad/AudioWAV/1002_TAI_SAD_XX.wav,Sad,The airplane is almost full,factual_statement
146,kaggle/input/cremad/AudioWAV/1002_TIE_ANG_XX.wav,Anger,That is exactly what happened,narrative
147,kaggle/input/cremad/AudioWAV/1002_TIE_DIS_XX.wav,Disgust,That is exactly what happened,narrative
148,kaggle/input/cremad/AudioWAV/1002_TIE_FEA_XX.wav,Fear,That is exactly what happened,narrative
149,kaggle/input/cremad/AudioWAV/1002_TIE_HAP_XX.wav,Happy,That is exactly what happened,narrative
150,kaggle/input/cremad/AudioWAV/1002_TIE_SAD_XX.wav,Sad,That is exactly what happened,narrative
151,kaggle/input/cremad/AudioWAV/1002_TSI_ANG_XX.wav,Anger,The surface is slick,factual_statement
152,kaggle/input/cremad/AudioWAV/1002_TSI_DIS_XX.wav,Disgust,The surface is slick,factual_statement
153,kaggle/input/cremad/AudioWAV/1002_TSI_FEA_XX.wav,Fear,The surface is slick,factual_statement
154,kaggle/input/cremad/AudioWAV/1002_TSI_HAP_XX.wav,Happy,The surface is slick,factual_statement
155,kaggle/input/cremad/AudioWAV/1002_TSI_NEU_XX.wav,Neutral,The surface is slick,factual_statement
156,kaggle/input/cremad/AudioWAV/1002_TSI_SAD_XX.wav,Sad,The surface is slick,factual_statement
157,kaggle/input/cremad/AudioWAV/1002_WSI_ANG_XX.wav,Anger,We'll stop in a couple of minutes,narrative
158,kaggle/input/cremad/AudioWAV/1002_WSI_DIS_XX.wav,Disgust,We'll stop in a couple of minutes,narrative
159,kaggle/input/cremad/AudioWAV/1002_WSI_FEA_XX.wav,Fear,We'll stop in a couple of minutes,narrative
160,kaggle/input/cremad/AudioWAV/1002_WSI_HAP_XX.wav,Happy,We'll stop in a couple of minutes,narrative
161,kaggle/input/cremad/AudioWAV/1002_WSI_NEU_XX.wav,Neutral,We'll stop in a couple of minutes,narrative
162,kaggle/input/cremad/AudioWAV/1002_WSI_SAD_XX.wav,Sad,We'll stop in a couple of minutes,narrative
163,kaggle/input/cremad/AudioWAV/1003_DFA_ANG_XX.wav,Anger,Don't forget a jacket,request_command
164,kaggle/input/cremad/AudioWAV/1003_DFA_DIS_XX.wav,Disgust,Don't forget a jacket,request_command
165,kaggle/input/cremad/AudioWAV/1003_DFA_FEA_XX.wav,Fear,Don't forget a jacket,request_command
166,kaggle/input/cremad/AudioWAV/1003_DFA_HAP_XX.wav,Happy,Don't forget a jacket,request_command
167,kaggle/input/cremad/AudioWAV/1003_DFA_NEU_XX.wav,Neutral,Don't forget a jacket,request_command
168,kaggle/input/cremad/AudioWAV/1003_DFA_SAD_XX.wav,Sad,Don't forget a jacket,request_command
169,kaggle/input/cremad/AudioWAV/1003_IEO_ANG_HI.wav,Anger,It's eleven o'clock,factual_statement
170,kaggle/input/cremad/AudioWAV/1003_IEO_ANG_LO.wav,Anger,It's eleven o'clock,factual_statement
171,kaggle/input/cremad/AudioWAV/1003_IEO_ANG_MD.wav,Anger,It's eleven o'clock,factual_statement
172,kaggle/input/cremad/AudioWAV/1003_IEO_DIS_HI.wav,Disgust,It's eleven o'clock,factual_statement
173,kaggle/input/cremad/AudioWAV/1003_IEO_DIS_LO.wav,Disgust,It's eleven o'clock,factual_statement
174,kaggle/input/cremad/AudioWAV/1003_IEO_DIS_MD.wav,Disgust,It's eleven o'clock,factual_statement
175,kaggle/input/cremad/AudioWAV/1003_IEO_FEA_HI.wav,Fear,It's eleven o'clock,factual_statement
176,kaggle/input/cremad/AudioWAV/1003_IEO_FEA_LO.wav,Fear,It's eleven o'clock,factual_statement
177,kaggle/input/cremad/AudioWAV/1003_IEO_FEA_MD.wav,Fear,It's eleven o'clock,factual_statement
178,kaggle/input/cremad/AudioWAV/1003_IEO_HAP_HI.wav,Happy,It's eleven o'clock,factual_statement
179,kaggle/input/cremad/AudioWAV/1003_IEO_HAP_LO.wav,Happy,It's eleven o'clock,factual_statement
180,kaggle/input/cremad/AudioWAV/1003_IEO_HAP_MD.wav,Happy,It's eleven o'clock,factual_statement
181,kaggle/input/cremad/AudioWAV/1003_IEO_NEU_XX.wav,Neutral,It's eleven o'clock,factual_statement
182,kaggle/input/cremad/AudioWAV/1003_IEO_SAD_HI.wav,Sad,It's eleven o'clock,factual_statement
183,kaggle/input/cremad/AudioWAV/1003_IEO_SAD_LO.wav,Sad,It's eleven o'clock,factual_statement
184,kaggle/input/cremad/AudioWAV/1003_IEO_SAD_MD.wav,Sad,It's eleven o'clock,factual_statement
185,kaggle/input/cremad/AudioWAV/1003_IOM_ANG_XX.wav,Anger,I'm on my way to the meeting,personal_statement
186,kaggle/input/cremad/AudioWAV/1003_IOM_DIS_XX.wav,Disgust,I'm on my way to the meeting,personal_statement
187,kaggle/input/cremad/AudioWAV/1003_IOM_FEA_XX.wav,Fear,I'm on my way to the meeting,personal_statement
188,kaggle/input/cremad/AudioWAV/1003_IOM_HAP_XX.wav,Happy,I'm on my way to the meeting,personal_statement
189,kaggle/input/cremad/AudioWAV/1003_IOM_NEU_XX.wav,Neutral,I'm on my way to the meeting,personal_statement
190,kaggle/input/cremad/AudioWAV/1003_IOM_SAD_XX.wav,Sad,I'm on my way to the meeting,personal_statement
191,kaggle/input/cremad/AudioWAV/1003_ITH_ANG_XX.wav,Anger,I think I have a doctor's appointment,personal_statement
192,kaggle/input/cremad/AudioWAV/1003_ITH_DIS_XX.wav,Disgust,I think I have a doctor's appointment,personal_statement
193,kaggle/input/cremad/AudioWAV/1003_ITH_FEA_XX.wav,Fear,I think I have a doctor's appointment,personal_statement
194,kaggle/input/cremad/AudioWAV/1003_ITH_HAP_XX.wav,Happy,I think I have a doctor's appointment,personal_statement
195,kaggle/input/cremad/AudioWAV/1003_ITH_NEU_XX.wav,Neutral,I think I have a doctor's appointment,personal_statement
196,kaggle/input/cremad/AudioWAV/1003_ITH_SAD_XX.wav,Sad,I think I have a doctor's appointment,personal_statement
197,kaggle/input/cremad/AudioWAV/1003_ITS_ANG_XX.wav,Anger,I think I've seen this before,personal_statement
198,kaggle/input/cremad/AudioWAV/1003_ITS_DIS_XX.wav,Disgust,I think I've seen this before,personal_statement
199,kaggle/input/cremad/AudioWAV/1003_ITS_FEA_XX.wav,Fear,I think I've seen this before,personal_statement
200,kaggle/input/cremad/AudioWAV/1003_ITS_HAP_XX.wav,Happy,I think I've seen this before,personal_statement
201,kaggle/input/cremad/AudioWAV/1003_ITS_NEU_XX.wav,Neutral,I think I've seen this before,personal_statement
202,kaggle/input/cremad/AudioWAV/1003_ITS_SAD_XX.wav,Sad,I think I've seen this before,personal_statement
203,kaggle/input/cremad/AudioWAV/1003_IWL_ANG_XX.wav,Anger,I would like a new alarm clock,personal_statement
204,kaggle/input/cremad/AudioWAV/1003_IWL_DIS_XX.wav,Disgust,I would like a new alarm clock,personal_statement
205,kaggle/input/cremad/AudioWAV/1003_IWL_FEA_XX.wav,Fear,I would like a new alarm clock,personal_statement
206,kaggle/input/cremad/AudioWAV/1003_IWL_HAP_XX.wav,Happy,I would like a new alarm clock,personal_statement
207,kaggle/input/cremad/AudioWAV/1003_IWL_NEU_XX.wav,Neutral,I would like a new alarm clock,personal_statement
208,kaggle/input/cremad/AudioWAV/1003_IWL_SAD_XX.wav,Sad,I would like a new alarm clock,personal_statement
209,kaggle/input/cremad/AudioWAV/1003_IWW_ANG_XX.wav,Anger,I wonder what this is about,personal_statement
210,kaggle/input/cremad/AudioWAV/1003_IWW_DIS_XX.wav,Disgust,I wonder what this is about,personal_statement
211,kaggle/input/cremad/AudioWAV/1003_IWW_FEA_XX.wav,Fear,I wonder what this is about,personal_statement
212,kaggle/input/cremad/AudioWAV/1003_IWW_HAP_XX.wav,Happy,I wonder what this is about,personal_statement
213,kaggle/input/cremad/AudioWAV/1003_IWW_NEU_XX.wav,Neutral,I wonder what this is about,personal_statement
214,kaggle/input/cremad/AudioWAV/1003_IWW_SAD_XX.wav,Sad,I wonder what this is about,personal_statement
215,kaggle/input/cremad/AudioWAV/1003_MTI_ANG_XX.wav,Anger,Maybe tomorrow it will be cold,narrative
216,kaggle/input/cremad/AudioWAV/1003_MTI_DIS_XX.wav,Disgust,Maybe tomorrow it will be cold,narrative
217,kaggle/input/cremad/AudioWAV/1003_MTI_FEA_XX.wav,Fear,Maybe tomorrow it will be cold,narrative
218,kaggle/input/cremad/AudioWAV/1003_MTI_HAP_XX.wav,Happy,Maybe tomorrow it will be cold,narrative
219,kaggle/input/cremad/AudioWAV/1003_MTI_NEU_XX.wav,Neutral,Maybe tomorrow it will be cold,narrative
220,kaggle/input/cremad/AudioWAV/1003_MTI_SAD_XX.wav,Sad,Maybe tomorrow it will be cold,narrative
221,kaggle/input/cremad/AudioWAV/1003_TAI_ANG_XX.wav,Anger,The airplane is almost full,factual_statement
222,kaggle/input/cremad/AudioWAV/1003_TAI_DIS_XX.wav,Disgust,The airplane is almost full,factual_statement
223,kaggle/input/cremad/AudioWAV/1003_TAI_FEA_XX.wav,Fear,The airplane is almost full,factual_statement
224,kaggle/input/cremad/AudioWAV/1003_TAI_HAP_XX.wav,Happy,The airplane is almost full,factual_statement
225,kaggle/input/cremad/AudioWAV/1003_TAI_NEU_XX.wav,Neutral,The airplane is almost full,factual_statement
226,kaggle/input/cremad/AudioWAV/1003_TAI_SAD_XX.wav,Sad,The airplane is almost full,factual_statement
227,kaggle/input/cremad/AudioWAV/1003_TIE_ANG_XX.wav,Anger,That is exactly what happened,narrative
228,kaggle/input/cremad/AudioWAV/1003_TIE_DIS_XX.wav,Disgust,That is exactly what happened,narrative
229,kaggle/input/cremad/AudioWAV/1003_TIE_FEA_XX.wav,Fear,That is exactly what happened,narrative
230,kaggle/input/cremad/AudioWAV/1003_TIE_HAP_XX.wav,Happy,That is exactly what happened,narrative
231,kaggle/input/cremad/AudioWAV/1003_TIE_NEU_XX.wav,Neutral,That is exactly what happened,narrative
232,kaggle/input/cremad/AudioWAV/1003_TIE_SAD_XX.wav,Sad,That is exactly what happened,narrative
233,kaggle/input/cremad/AudioWAV/1003_TSI_ANG_XX.wav,Anger,The surface is slick,factual_statement
234,kaggle/input/cremad/AudioWAV/1003_TSI_DIS_XX.wav,Disgust,The surface is slick,factual_statement
235,kaggle/input/cremad/AudioWAV/1003_TSI_FEA_XX.wav,Fear,The surface is slick,factual_statement
236,kaggle/input/cremad/AudioWAV/1003_TSI_HAP_XX.wav,Happy,The surface is slick,factual_statement
237,kaggle/input/cremad/AudioWAV/1003_TSI_NEU_XX.wav,Neutral,The surface is slick,factual_statement
238,kaggle/input/cremad/AudioWAV/1003_TSI_SAD_XX.wav,Sad,The surface is slick,factual_statement
239,kaggle/input/cremad/AudioWAV/1003_WSI_ANG_XX.wav,Anger,We'll stop in a couple of minutes,narrative
240,kaggle/input/cremad/AudioWAV/1003_WSI_DIS_XX.wav,Disgust,We'll stop in a couple of minutes,narrative
241,kaggle/input/cremad/AudioWAV/1003_WSI_FEA_XX.wav,Fear,We'll stop in a couple of minutes,narrative
242,kaggle/input/cremad/AudioWAV/1003_WSI_HAP_XX.wav,Happy,We'll stop in a couple of minutes,narrative
